"Order","Family","Genus","Binomial","Female2n","Sex.chromosome.system","Source"
"Rodentia","Nesomyidae","Cricetomys","Cricetomys gambianus",80,"XY","V. Aniskin and V. Volobouev (Unpublished)"
"Rodentia","Nesomyidae","Dendromus","Dendromus lachaisei",30,"XY","Denys and Aniskin 2012"
"Rodentia","Nesomyidae","Eliurus","Eliurus majori",58,"XY","Solano et al. 2011"
"Rodentia","Nesomyidae","Eliurus","Eliurus minor",76,"XY","Solano et al. 2011"
"Rodentia","Nesomyidae","Mystromys","Mystromys albicaudatus",32,"XY","Blackmon 2019"
"Rodentia","Nesomyidae","Nesomys","Nesomys rufus",60,"XY","Solano et al. 2011"
"Rodentia","Octodontidae","Aconaemys","Aconaemys fuscus",56,"XY","Gallardo and Mandaca 2002"
"Rodentia","Octodontidae","Aconaemys","Aconaemys porteri",58,"XY","Gallardo and Mandaca 2002"
"Rodentia","Octodontidae","Aconaemys","Aconaemys sagei",54,"XY","Gallardo and Mandaca 2002"
"Rodentia","Octodontidae","Octodon","Octodon degus",58,"XY","Spotorno et al. 1995"
"Rodentia","Octodontidae","Octodon","Octodon lunatus",78,"XY","Spotorno et al. 1995"
"Rodentia","Octodontidae","Spalacopus","Spalacopus cyanus",58,"XY","Spotorno et al. 1995"
"Rodentia","Octodontidae","Tympanoctomys","Tympanoctomys barrerae",102,"XY","Gallardo et al. 2004"
"Rodentia","Pedetidae","Pedetes","Pedetes capensis",38,"XY","Graphodatsky et al. 2008b"
"Rodentia","Sciuridae","Ammospermophilus","Ammospermophilus harrisii",32,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Citellus","Citellus citellus",40,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Eutamias","Eutamias amoenus",38,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Eutamias","Eutamias minimus",38,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Eutamias","Eutamias ruficaudus",38,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Eutamias","Eutamias sibiricus",38,"XY","Graphodatsky and Sablina (Unpublished)"
"Rodentia","Sciuridae","Funambulus","Funambulus palmarum",46,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Funambulus","Funambulus pennati",54,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Funambulus","Funambulus tristriatus",46,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Glaucomys","Glaucomys volans",48,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Hylopetes","Hylopetes alboniger alboniger",38,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Ictidomys","Ictidomys tridecemlineatu",34,"XY","Lemskaya et al. 2018"
"Rodentia","Sciuridae","Marmota","Marmota baibacina",38,"XY","Beklemisheva et al. 2011"
"Rodentia","Sciuridae","Marmota","Marmota himalayana",38,"XY","Li et al. 2006a"
"Rodentia","Sciuridae","Marmota","Marmota kastschenkoi",36,"XY","Beklemisheva et al. 2011"
"Rodentia","Sciuridae","Marmota","Marmota marmota",38,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Marmota","Marmota monax",38,"XY","Beklemisheva and Perelman (Unpublished)"
"Rodentia","Sciuridae","Menetes","Menetes berdmorei",62,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Petaurista","Petaurista albiventer",38,"XY","Li et al. 2006a"
"Rodentia","Sciuridae","Sciurus","Sciurus carolinensis",40,"XY","Stanyon et al. 2003b"
"Rodentia","Sciuridae","Sciurus","Sciurus niger rufiventer",40,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Sciurus","Sciurus vulgaris",40,"XY","Beklemisheva et al. 2011"
"Rodentia","Sciuridae","Spermophilus","Spermophilus alaschanicus",38,"XY","Graphodatsky and Sablina (Unpublished)"
"Rodentia","Sciuridae","Spermophilus","Spermophilus beldingi",30,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Spermophilus","Spermophilus erythrogenys",36,"XY","Graphodatsky and Sablina (Unpublished)"
"Rodentia","Sciuridae","Spermophilus","Spermophilus major",36,"XY","Beklemisheva et al. 2011"
"Rodentia","Sciuridae","Spermophilus","Spermophilus pygmaeus",36,"XY","Beklemisheva et al. (Unpublished)"
"Rodentia","Sciuridae","Spermophilus","Spermophilus richardsonii",34,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Spermophilus","Spermophilus suslicus",34,"XY","Beklemisheva et al. 2011"
"Rodentia","Sciuridae","Spermophilus","Spermophilus undulatus",32,"XY","Graphodatsky and Sablina (Unpublished)"
"Rodentia","Sciuridae","Sundasciurus","Sundasciurus phillippinensis",38,"XY","Rickart 2003"
"Rodentia","Sciuridae","Tamiasciurus","Tamiasciurus hudsonicus streatori",46,"XY","Blackmon 2019"
"Rodentia","Sciuridae","Xerus","Xerus erythropus",38,"XY","Li et al. 2006a"
"Rodentia","Spalacidae","Spalax","Spalax ehrenbergi",60,"XY","Ivanitskaya and Nevo 1998"
"Rodentia","Spalacidae","Tachyoryctes","Tachyoryctes macrocephalus",50,"XY","Aniskin et al. 1997b"
"Rodentia","Spalacidae","Tachyoryctes","Tachyoryctes splendens",48,"XY","Aniskin et al. 1997b"
"Rodentia","Thryonomyidae","Thryonomys","Thryonomys swinderianus",44,"XY","Deuve et al. 2008"
"Scandentia","Tupaiidae","Tupaia","Tupaia belangeri",62,"XY","Bigoni and Stanyon (Unpublished)"
"Scandentia","Tupaiidae","Tupaia","Tupaia chinenesis",62,"XY","Blackmon 2019"
"Scandentia","Tupaiidae","Tupaia","Tupaia glis",60,"XY","Blackmon 2019"
"Scandentia","Tupaiidae","Tupaia","Tupaia minor",66,"XY","Dumas et al. 2012"
"Scandentia","Tupaiidae","Tupaia","Tupaia montana",68,"XY","Blackmon 2019"
"Sirenia","Trichechidae","Trichechus","Trichechus manatus latirostris",48,"XY","Gray et al. 2002"
"Soricomorpha","Soricidae","Sorex","Sorex araneus Race A",22,"complex XY","Blackmon 2019"
"Soricomorpha","Soricidae","Sorex","Sorex gemelleus",22,"complex XY","Blackmon 2019"
"Tubulidentata","Oryceteropodidae","Orycteropus","Orycteropus afer",20,"XY","Yang et al. 2003a"
